SubPlot;idTree;Xfield;Yfield;Family;Genus;Species;CircCorr
1;100655;7,5000000000000;179,50000000000000;Peraceae;Pogonophora;schomburgkiana;44,000000000000
1;100657;8,0000000000000;183,50000000000000;Peraceae;Pogonophora;schomburgkiana;43,500000000000
1;100658;5,5000000000000;182,50000000000000;Chrysobalanaceae;Licania;membranacea;53,500000000000
1;100659;1,5000000000000;186,00000000000000;Euphorbiaceae;Sandwithia;guyanensis;38,500000000000
1;100660;0,5000000000000;190,00000000000000;Fabaceae;Eperua;falcata;77,000000000000
1;100661;9,0000000000000;196,50000000000000;Celastraceae;Maytenus;oblongata;49,500000000000
1;100662;9,5000000000000;196,50000000000000;Sapindaceae;Indet.Sapindaceae;Indet.;57,500000000000
1;100664;8,0000000000000;205,00000000000000;Myristicaceae;Iryanthera;sagotiana;50,000000000000
1;100665;2,5000000000000;206,00000000000000;Fabaceae;Eperua;falcata;167,000000000000
1;100666;2,0000000000000;204,00000000000000;Clusiaceae;Moronobea;coccinea;62,500000000000
1;100667;1,0000000000000;205,00000000000000;Annonaceae;Oxandra;asbeckii;41,000000000000
1;100668;2,5000000000000;212,00000000000000;Lecythidaceae;Lecythis;persistens subsp. aurantiaca;44,500000000000
1;100669;3,5000000000000;211,00000000000000;Sapotaceae;Pouteria;melanopoda;130,000000000000
1;100670;4,5000000000000;211,00000000000000;Annonaceae;Oxandra;asbeckii;42,500000000000
1;100671;7,0000000000000;210,00000000000000;Peraceae;Pogonophora;schomburgkiana;56,000000000000
1;100672;0,5000000000000;214,00000000000000;Sapotaceae;Micropholis;egensis;125,500000000000
1;100673;3,5000000000000;220,50000000000000;Lecythidaceae;Lecythis;persistens subsp. aurantiaca;43,000000000000
1;100675;8,5000000000000;220,00000000000000;Clusiaceae;Moronobea;coccinea;128,000000000000
1;100676;9,0000000000000;222,00000000000000;Fabaceae;Eperua;falcata;133,000000000000
1;100677;7,0000000000000;226,00000000000000;Fabaceae;Eperua;falcata;123,500000000000
1;100678;2,0000000000000;224,00000000000000;Fabaceae;Recordoxylon;speciosum;134,500000000000
1;100681;9,0000000000000;233,00000000000000;Peraceae;Chaetocarpus;schomburgkianus;59,000000000000
1;100682;4,0000000000000;233,00000000000000;Euphorbiaceae;Sandwithia;guyanensis;36,000000000000
1;100683;1,0000000000000;236,00000000000000;Myrtaceae;Eugenia;cupulata;55,000000000000
1;100684;1,5000000000000;234,50000000000000;Fabaceae;Recordoxylon;speciosum;51,000000000000
1;100685;2,0000000000000;238,00000000000000;Sapotaceae;Pradosia;cochlearia;165,000000000000
1;100686;2,0000000000000;240,50000000000000;Chrysobalanaceae;Couepia;bracteosa;53,000000000000
1;100687;6,5000000000000;244,00000000000000;Lecythidaceae;Lecythis;poiteaui;59,500000000000
1;100688;6,5000000000000;244,00000000000000;Peraceae;Chaetocarpus;schomburgkianus;57,000000000000
1;100689;5,0000000000000;244,00000000000000;Vochysiaceae;Ruizterania;albiflora;216,875000000000
1;100690;3,0000000000000;245,00000000000000;Sapotaceae;Pouteria;ambelaniifolia;67,000000000000
1;100691;4,0000000000000;247,00000000000000;Fabaceae;Eperua;falcata;150,000000000000
1;100692;9,5000000000000;249,50000000000000;Fabaceae;Eperua;falcata;98,000000000000
1;100693;4,0000000000000;248,50000000000000;Fabaceae;Inga;loubryana;38,000000000000
1;100694;1,0000000000000;248,00000000000000;Clusiaceae;Symphonia;sp.1;37,000000000000
1;100695;18,5000000000000;249,50000000000000;Sapotaceae;Pouteria;guianensis;72,000000000000
1;100696;18,5000000000000;248,00000000000000;Fabaceae;Eperua;falcata;200,000000000000
1;100621;23,0000000000000;235,50000000000000;Euphorbiaceae;Sandwithia;guyanensis;42,000000000000
1;100622;28,5000000000000;248,00000000000000;Arecaceae;Oenocarpus;bataua var. bataua;59,500000000000
1;100623;14,0000000000000;209,50000000000000;Sapotaceae;Micropholis;guyanensis subsp. duckeana;74,000000000000
1;100625;9,5000000000000;126,50000000000000;Humiriaceae;Sacoglottis;guianensis;132,500000000000
1;100626;10,0000000000000;128,00000000000000;Dichapetalaceae;Tapura;capitulifera;46,000000000000
1;100628;5,0000000000000;128,50000000000000;Fabaceae;Vouacapoua;americana;52,500000000000
1;100629;5,0000000000000;127,00000000000000;Sapotaceae;Pouteria;bilocularis;90,000000000000
1;100630;3,5000000000000;130,50000000000000;Chrysobalanaceae;Hirtella;glandistipula;52,000000000000
1;100631;5,0000000000000;132,00000000000000;Annonaceae;Oxandra;asbeckii;42,000000000000
1;100636;4,0000000000000;137,00000000000000;Annonaceae;Oxandra;asbeckii;40,000000000000
1;100637;1,0000000000000;136,50000000000000;Chrysobalanaceae;Licania;canescens;82,000000000000
1;100638;2,0000000000000;139,00000000000000;Fabaceae;Dicorynia;guianensis;174,000000000000
1;100639;3,5000000000000;142,50000000000000;Fabaceae;Inga;gracilifolia;48,500000000000
1;100640;6,5000000000000;147,00000000000000;Chrysobalanaceae;Hymenopus;heteromorphus;57,000000000000
1;100642;3,5000000000000;152,50000000000000;Lecythidaceae;Eschweilera;sagotiana;130,000000000000
1;100644;5,0000000000000;154,00000000000000;Chrysobalanaceae;Licania;laxiflora;52,000000000000
1;100645;3,5000000000000;157,00000000000000;Lecythidaceae;Eschweilera;sagotiana;118,500000000000
1;100646;8,5000000000000;157,00000000000000;Chrysobalanaceae;Licania;laxiflora;59,500000000000
1;100725;14,0000000000000;200,50000000000000;Lecythidaceae;Eschweilera;sagotiana;53,500000000000
1;100726;13,5000000000000;201,00000000000000;Annonaceae;Oxandra;asbeckii;39,500000000000
1;100727;12,5000000000000;200,50000000000000;Fabaceae;Eperua;falcata;262,500000000000
1;100729;19,0000000000000;196,50000000000000;Fabaceae;Eperua;grandiflora;114,000000000000
1;100730;21,0000000000000;192,00000000000000;Annonaceae;Oxandra;asbeckii;40,500000000000
1;100732;13,0000000000000;191,50000000000000;Chrysobalanaceae;Leptobalanus;sprucei;44,500000000000
1;100734;10,0000000000000;190,00000000000000;Meliaceae;Carapa;surinamensis;117,500000000000
1;100735;14,5000000000000;188,00000000000000;Annonaceae;Duguetia;calycina;35,000000000000
1;100736;14,0000000000000;186,00000000000000;Fabaceae;Eperua;falcata;170,500000000000
1;100738;15,0000000000000;184,00000000000000;Chrysobalanaceae;Licania;ovalifolia;55,000000000000
1;100739;13,5000000000000;182,00000000000000;Fabaceae;Bocoa;prouacensis;48,000000000000
1;100740;10,5000000000000;179,00000000000000;Chrysobalanaceae;Licania;laxiflora;59,000000000000
1;100741;9,5000000000000;179,50000000000000;Celastraceae;Maytenus;sp.1-CAY;123,000000000000
1;100742;20,5000000000000;185,00000000000000;Fabaceae;Eperua;falcata;78,000000000000
1;100743;18,5000000000000;174,50000000000000;Euphorbiaceae;Hevea;guianensis;47,000000000000
1;100744;17,0000000000000;174,00000000000000;Clusiaceae;Moronobea;coccinea;69,000000000000
1;100746;13,0000000000000;171,00000000000000;Fabaceae;Enterolobium;schomburgkii;148,000000000000
1;100747;14,5000000000000;167,50000000000000;Chrysobalanaceae;Licania;membranacea;54,000000000000
1;100748;18,0000000000000;171,00000000000000;Chrysobalanaceae;Couepia;bracteosa;151,500000000000
1;100750;18,0000000000000;169,00000000000000;Chrysobalanaceae;Licania;canescens;88,000000000000
1;100752;20,0000000000000;167,00000000000000;Fabaceae;Bocoa;prouacensis;76,500000000000
1;100753;17,0000000000000;162,50000000000000;Lecythidaceae;Eschweilera;congestiflora;55,500000000000
1;100755;13,0000000000000;160,50000000000000;Clusiaceae;Moronobea;coccinea;81,000000000000
1;100756;16,0000000000000;155,50000000000000;Sapotaceae;Pradosia;cochlearia;84,000000000000
1;100757;16,5000000000000;155,00000000000000;Peraceae;Chaetocarpus;schomburgkianus;113,000000000000
1;100758;13,5000000000000;155,00000000000000;Dichapetalaceae;Tapura;capitulifera;44,000000000000
1;100760;20,5000000000000;147,00000000000000;Annonaceae;Oxandra;asbeckii;45,000000000000
1;100761;20,5000000000000;142,00000000000000;Chrysobalanaceae;Licania;laxiflora;55,000000000000
1;100763;18,0000000000000;137,50000000000000;Dichapetalaceae;Tapura;capitulifera;115,500000000000
1;100764;17,5000000000000;139,00000000000000;Annonaceae;Oxandra;asbeckii;37,500000000000
1;100765;14,5000000000000;142,50000000000000;Euphorbiaceae;Conceveiba;guianensis;45,000000000000
1;100766;12,5000000000000;146,00000000000000;Sapotaceae;Chrysophyllum;prieurii;62,000000000000
1;100767;11,0000000000000;142,00000000000000;Chrysobalanaceae;Licania;alba;97,500000000000
1;100768;10,0000000000000;139,50000000000000;Lecythidaceae;Couratari;multiflora;39,000000000000
1;100769;10,5000000000000;139,00000000000000;Goupiaceae;Goupia;glabra;161,500000000000
1;100770;14,0000000000000;137,50000000000000;Fabaceae;Abarema;mataybifolia;80,000000000000
1;100771;20,0000000000000;133,50000000000000;Lecythidaceae;Eschweilera;decolorans;94,500000000000
1;100773;17,0000000000000;131,50000000000000;Annonaceae;Oxandra;asbeckii;48,000000000000
1;100775;11,5000000000000;131,00000000000000;Clusiaceae;Tovomita;caloneura;39,500000000000
1;100797;28,0000000000000;168,50000000000000;Peraceae;Pogonophora;schomburgkiana;34,500000000000
1;100798;24,5000000000000;171,00000000000000;Fabaceae;Swartzia;panacoco var. panacoco;131,500000000000
1;100799;22,0000000000000;172,50000000000000;Fabaceae;Eperua;falcata;162,500000000000
1;100800;27,0000000000000;176,50000000000000;Lecythidaceae;Couratari;multiflora;35,000000000000
1;100801;29,0000000000000;181,00000000000000;Peraceae;Pogonophora;schomburgkiana;67,000000000000
1;100802;22,5000000000000;182,00000000000000;Chrysobalanaceae;Licania;alba;123,500000000000
1;100803;27,0000000000000;183,50000000000000;Chrysobalanaceae;Licania;laxiflora;88,000000000000
1;100804;28,0000000000000;185,50000000000000;Clusiaceae;Moronobea;coccinea;89,000000000000
1;100805;22,0000000000000;185,00000000000000;Euphorbiaceae;Sandwithia;guyanensis;37,000000000000
1;100807;25,5000000000000;191,00000000000000;Annonaceae;Oxandra;asbeckii;36,500000000000
1;100808;27,5000000000000;195,00000000000000;Euphorbiaceae;Sandwithia;guyanensis;33,500000000000
1;100809;25,5000000000000;195,00000000000000;Clusiaceae;Symphonia;sp.1;62,500000000000
1;100810;25,5000000000000;196,50000000000000;Bignoniaceae;Jacaranda;copaia subsp. copaia;134,000000000000
1;100811;25,5000000000000;201,00000000000000;Clusiaceae;Moronobea;coccinea;86,000000000000
1;100812;23,5000000000000;202,50000000000000;Malvaceae;Sterculia;speciosa;84,000000000000
1;100813;28,0000000000000;199,00000000000000;Dichapetalaceae;Tapura;capitulifera;235,500000000000
1;100815;29,0000000000000;206,00000000000000;Fabaceae;Enterolobium;schomburgkii;127,500000000000
1;100816;27,5000000000000;210,00000000000000;Lecythidaceae;Couratari;multiflora;47,000000000000
1;100817;23,5000000000000;207,50000000000000;Fabaceae;Eperua;falcata;64,500000000000
1;100818;24,5000000000000;211,50000000000000;Fabaceae;Eperua;falcata;178,000000000000
1;100648;4,5000000000000;167,50000000000000;Euphorbiaceae;Hevea;guianensis;94,500000000000
1;100651;4,5000000000000;169,50000000000000;Sapindaceae;Indet.Sapindaceae;Indet.;52,500000000000
1;100652;3,0000000000000;170,00000000000000;Dichapetalaceae;Tapura;capitulifera;42,000000000000
1;100869;33,5000000000000;215,00000000000000;Chrysobalanaceae;Licania;laxiflora;78,500000000000
1;100871;31,5000000000000;212,50000000000000;Meliaceae;Guarea;guidonia;62,000000000000
1;100872;35,0000000000000;211,50000000000000;Chrysobalanaceae;Licania;ovalifolia;49,500000000000
1;100874;42,0000000000000;214,50000000000000;Euphorbiaceae;Hevea;guianensis;43,500000000000
1;100875;42,0000000000000;214,50000000000000;Chrysobalanaceae;Leptobalanus;sprucei;57,000000000000
1;100876;42,0000000000000;210,00000000000000;Myrtaceae;Eugenia;sp.FG14-Holst;56,000000000000
1;100877;40,5000000000000;208,50000000000000;Chrysobalanaceae;Parinari;campestris;147,000000000000
1;100879;32,5000000000000;203,00000000000000;Fabaceae;Bocoa;prouacensis;67,000000000000
1;100880;31,0000000000000;197,50000000000000;Fabaceae;Eperua;falcata;182,500000000000
1;100881;34,0000000000000;199,00000000000000;Clusiaceae;Tovomita;sp.5-CAY;37,000000000000
1;100883;35,5000000000000;198,50000000000000;Annonaceae;Oxandra;asbeckii;35,000000000000
1;100884;42,5000000000000;201,00000000000000;Lecythidaceae;Lecythis;persistens subsp. aurantiaca;36,500000000000
1;100885;40,5000000000000;198,50000000000000;Chrysobalanaceae;Licania;alba;66,000000000000
1;100886;36,0000000000000;192,50000000000000;Chrysobalanaceae;Licania;membranacea;138,000000000000
1;100889;30,0000000000000;191,00000000000000;Lecythidaceae;Eschweilera;sagotiana;119,500000000000
1;100891;35,0000000000000;187,50000000000000;Chrysobalanaceae;Hirtella;glandulosa;123,000000000000
1;100892;34,0000000000000;185,50000000000000;Annonaceae;Oxandra;asbeckii;40,000000000000
1;100819;25,5000000000000;213,00000000000000;Chrysobalanaceae;Licania;ovalifolia;108,000000000000
1;100820;25,0000000000000;214,00000000000000;Lecythidaceae;Couratari;gloriosa;37,000000000000
1;100821;23,0000000000000;215,50000000000000;Clusiaceae;Symphonia;sp.1;94,000000000000
1;100822;27,5000000000000;214,00000000000000;Euphorbiaceae;Hevea;guianensis;56,500000000000
1;100823;27,5000000000000;219,00000000000000;Melastomataceae;Mouriri;crassifolia;111,000000000000
1;100824;23,5000000000000;218,50000000000000;Lecythidaceae;Lecythis;persistens subsp. aurantiaca;35,000000000000
1;100826;27,0000000000000;228,50000000000000;Lecythidaceae;Couratari;guianensis;52,000000000000
1;100827;26,0000000000000;230,50000000000000;Lecythidaceae;Lecythis;persistens subsp. aurantiaca;50,500000000000
1;100831;24,5000000000000;234,50000000000000;Melastomataceae;Mouriri;crassifolia;53,500000000000
1;100832;24,5000000000000;235,50000000000000;Clusiaceae;Tovomita;caloneura;54,000000000000
1;100833;25,0000000000000;238,50000000000000;Dichapetalaceae;Tapura;capitulifera;265,000000000000
1;100834;24,5000000000000;241,00000000000000;Moraceae;Brosimum;guianense;52,500000000000
1;100835;23,0000000000000;243,00000000000000;Malvaceae;Theobroma;guianense;62,000000000000
1;100838;21,0000000000000;250,00000000000000;Moraceae;Brosimum;rubescens;63,500000000000
1;100841;28,5000000000000;245,00000000000000;Sapotaceae;Pradosia;cochlearia;43,500000000000
1;100843;30,5000000000000;247,50000000000000;Lecythidaceae;Eschweilera;sagotiana;49,500000000000
1;100845;35,5000000000000;247,50000000000000;Clusiaceae;Symphonia;sp.1;94,500000000000
1;100846;34,0000000000000;245,00000000000000;Burseraceae;Protium;surinamense;108,000000000000
1;100894;38,5000000000000;186,50000000000000;Euphorbiaceae;Hevea;guianensis;96,000000000000
1;100895;41,0000000000000;187,00000000000000;Fabaceae;Eperua;grandiflora;137,000000000000
1;100897;38,0000000000000;179,50000000000000;Fabaceae;Bocoa;prouacensis;46,000000000000
1;100898;36,0000000000000;175,00000000000000;Annonaceae;Oxandra;asbeckii;46,500000000000
1;100899;29,0000000000000;174,00000000000000;Fabaceae;Eperua;falcata;116,000000000000
1;100900;33,0000000000000;168,50000000000000;Annonaceae;Oxandra;asbeckii;40,000000000000
1;100901;33,5000000000000;167,50000000000000;Fabaceae;Eperua;falcata;112,500000000000
1;100902;34,0000000000000;169,50000000000000;Chrysobalanaceae;Parinari;campestris;125,500000000000
1;100903;35,0000000000000;170,00000000000000;Fabaceae;Eperua;falcata;127,000000000000
1;100904;36,0000000000000;170,00000000000000;Fabaceae;Swartzia;polyphylla;288,320000000000
1;100905;41,5000000000000;175,00000000000000;Fabaceae;Eperua;falcata;71,000000000000
1;100906;39,0000000000000;170,00000000000000;Dichapetalaceae;Tapura;capitulifera;43,500000000000
1;100907;41,0000000000000;170,50000000000000;Chrysobalanaceae;Licania;laxiflora;59,000000000000
1;100908;36,5000000000000;164,00000000000000;Dichapetalaceae;Tapura;capitulifera;42,500000000000
1;100909;32,0000000000000;163,00000000000000;Sapotaceae;Micropholis;obscura;192,000000000000
1;100910;36,0000000000000;161,00000000000000;Chrysobalanaceae;Licania;canescens;63,000000000000
1;100911;33,5000000000000;157,50000000000000;Sapotaceae;Chrysophyllum;prieurii;57,000000000000
1;100912;32,5000000000000;156,50000000000000;Lecythidaceae;Eschweilera;decolorans;126,250000000000
1;100914;38,0000000000000;158,00000000000000;Myristicaceae;Iryanthera;sagotiana;77,000000000000
1;100915;36,5000000000000;155,00000000000000;Chrysobalanaceae;Licania;laxiflora;51,000000000000
1;100698;19,5000000000000;242,00000000000000;Lecythidaceae;Lecythis;persistens subsp. aurantiaca;58,000000000000
1;100699;20,0000000000000;240,50000000000000;Fabaceae;Eperua;grandiflora;230,500000000000
1;100700;13,5000000000000;241,00000000000000;Malvaceae;Catostemma;fragrans;45,000000000000
1;100701;11,5000000000000;239,00000000000000;Fabaceae;Swartzia;polyphylla;178,146250000000
1;100702;12,5000000000000;237,00000000000000;Sapotaceae;Pradosia;cochlearia;54,000000000000
1;100703;11,0000000000000;235,00000000000000;Fabaceae;Eperua;falcata;154,000000000000
1;100704;10,0000000000000;235,00000000000000;Chrysobalanaceae;Couepia;bracteosa;142,500000000000
1;100705;16,0000000000000;232,00000000000000;Chrysobalanaceae;Licania;parvifructa;77,500000000000
1;100706;17,0000000000000;235,00000000000000;Lecythidaceae;Lecythis;poiteaui;90,000000000000
1;100708;20,0000000000000;230,00000000000000;Clusiaceae;Symphonia;sp.1;76,000000000000
1;100710;10,0000000000000;229,50000000000000;Fabaceae;Vouacapoua;americana;69,500000000000
1;100711;10,0000000000000;229,00000000000000;Euphorbiaceae;Sandwithia;guyanensis;40,000000000000
1;100712;14,0000000000000;226,00000000000000;Chrysobalanaceae;Licania;alba;58,250000000000
1;100713;14,0000000000000;226,00000000000000;Chrysobalanaceae;Licania;alba;121,000000000000
1;100714;20,5000000000000;227,50000000000000;Clusiaceae;Tovomita;obovata;108,500000000000
1;100718;21,0000000000000;219,00000000000000;Peraceae;Pogonophora;schomburgkiana;77,375000000000
1;100719;17,0000000000000;212,00000000000000;Apocynaceae;Tabernaemontana;attenuata;47,500000000000
1;100721;20,0000000000000;208,00000000000000;Fabaceae;Eperua;grandiflora;81,000000000000
1;100939;50,5000000000000;136,50000000000000;Sapotaceae;Chrysophyllum;prieurii;85,500000000000
1;100940;51,5000000000000;137,00000000000000;Dichapetalaceae;Tapura;capitulifera;84,000000000000
1;100777;21,0000000000000;225,00000000000000;Chrysobalanaceae;Couepia;guianensis subsp. glandulosa;46,000000000000
1;100778;30,0000000000000;205,50000000000000;Chrysobalanaceae;Licania;laxiflora;40,000000000000
1;100779;22,0000000000000;172,50000000000000;Lecythidaceae;Eschweilera;sagotiana;66,000000000000
1;100780;36,5000000000000;190,00000000000000;Clusiaceae;Moronobea;coccinea;54,000000000000
1;100782;31,5000000000000;224,00000000000000;Lecythidaceae;Couratari;calycina;56,500000000000
1;100783;50,0000000000000;225,00000000000000;Violaceae;Amphirrhox;longifolia;46,000000000000
1;100784;25,5000000000000;125,50000000000000;Lecythidaceae;Eschweilera;decolorans;43,000000000000
1;100785;27,5000000000000;126,50000000000000;Lecythidaceae;Eschweilera;decolorans;74,000000000000
1;100786;22,5000000000000;129,00000000000000;Lecythidaceae;Eschweilera;decolorans;93,500000000000
1;100787;24,5000000000000;133,00000000000000;Fabaceae;Parkia;nitida;124,000000000000
1;100794;28,0000000000000;158,00000000000000;Peraceae;Chaetocarpus;schomburgkianus;41,000000000000
1;100795;26,5000000000000;160,00000000000000;Clusiaceae;Tovomita;sp.5-CAY;38,000000000000
1;100796;27,0000000000000;163,00000000000000;Sapotaceae;Pradosia;cochlearia;114,500000000000
1;101006;54,5000000000000;245,50000000000000;Dichapetalaceae;Tapura;capitulifera;57,000000000000
1;101007;58,5000000000000;246,00000000000000;Fabaceae;Eperua;falcata;158,500000000000
1;101008;60,0000000000000;244,50000000000000;Lecythidaceae;Eschweilera;decolorans;53,000000000000
1;100941;49,0000000000000;138,50000000000000;Lecythidaceae;Eschweilera;decolorans;54,000000000000
1;100942;42,5000000000000;139,50000000000000;Chrysobalanaceae;Licania;canescens;41,500000000000
1;100943;45,0000000000000;142,00000000000000;Lecythidaceae;Eschweilera;decolorans;77,000000000000
1;100944;44,5000000000000;144,00000000000000;Lecythidaceae;Eschweilera;decolorans;53,000000000000
1;100945;41,5000000000000;144,50000000000000;Lecythidaceae;Eschweilera;sagotiana;121,500000000000
1;100946;48,5000000000000;144,00000000000000;Annonaceae;Oxandra;asbeckii;54,000000000000
1;100947;48,5000000000000;144,50000000000000;Lecythidaceae;Eschweilera;sagotiana;72,000000000000
1;100948;51,0000000000000;140,50000000000000;Lecythidaceae;Lecythis;persistens subsp. aurantiaca;60,500000000000
1;100950;49,0000000000000;148,50000000000000;Sapotaceae;Pouteria;bilocularis;81,000000000000
1;100951;47,0000000000000;150,00000000000000;Dichapetalaceae;Tapura;capitulifera;54,500000000000
1;100952;43,0000000000000;152,00000000000000;Annonaceae;Oxandra;asbeckii;40,000000000000
1;100955;42,5000000000000;158,50000000000000;Dichapetalaceae;Tapura;capitulifera;105,000000000000
1;100956;44,0000000000000;159,00000000000000;Fabaceae;Abarema;mataybifolia;86,500000000000
1;100958;44,0000000000000;153,50000000000000;Chrysobalanaceae;Hymenopus;heteromorphus;56,500000000000
1;100959;49,0000000000000;154,50000000000000;Sapotaceae;Pradosia;cochlearia;89,000000000000
1;100960;48,0000000000000;160,50000000000000;Fabaceae;Eperua;grandiflora;150,000000000000
1;100961;49,0000000000000;161,50000000000000;Euphorbiaceae;Sandwithia;guyanensis;38,500000000000
1;100962;46,5000000000000;159,50000000000000;Dichapetalaceae;Tapura;capitulifera;37,000000000000
1;100963;46,0000000000000;163,50000000000000;Sapotaceae;Pouteria;eugeniifolia;95,500000000000
1;101009;58,0000000000000;244,50000000000000;Annonaceae;Oxandra;asbeckii;48,000000000000
1;101011;58,5000000000000;240,00000000000000;Euphorbiaceae;Sandwithia;guyanensis;37,500000000000
1;101012;61,0000000000000;239,50000000000000;Fabaceae;Eperua;grandiflora;65,000000000000
1;101013;55,0000000000000;239,00000000000000;Peraceae;Chaetocarpus;sp.1-CAY;100,000000000000
1;101014;54,5000000000000;240,00000000000000;Sapotaceae;Pouteria;eugeniifolia;227,000000000000
1;101015;51,5000000000000;238,50000000000000;Chrysobalanaceae;Couepia;habrantha;83,500000000000
1;101016;51,0000000000000;235,50000000000000;Fabaceae;Bocoa;prouacensis;69,000000000000
1;101017;56,0000000000000;233,00000000000000;Simaroubaceae;Homalolepis;cedron;40,000000000000
1;101018;56,5000000000000;232,00000000000000;Lecythidaceae;Lecythis;persistens subsp. aurantiaca;43,000000000000
1;101019;60,0000000000000;235,00000000000000;Violaceae;Rinorea;pectinosquamata;36,000000000000
1;101022;52,5000000000000;224,00000000000000;Chrysobalanaceae;Licania;laxiflora;110,000000000000
1;101023;51,5000000000000;224,00000000000000;Fabaceae;Eperua;falcata;147,000000000000
1;101024;50,5000000000000;225,00000000000000;Fabaceae;Vouacapoua;americana;79,000000000000
1;101026;58,5000000000000;222,00000000000000;Malvaceae;Sterculia;speciosa;41,000000000000
1;101027;56,5000000000000;221,50000000000000;Chrysobalanaceae;Couepia;guianensis subsp. glandulosa;66,000000000000
1;101028;56,0000000000000;220,00000000000000;Clusiaceae;Moronobea;coccinea;63,500000000000
1;101029;53,0000000000000;224,00000000000000;Malvaceae;Theobroma;guianense;55,000000000000
1;101030;52,0000000000000;215,00000000000000;Clusiaceae;Symphonia;sp.1;122,000000000000
1;101031;52,0000000000000;213,50000000000000;Chrysobalanaceae;Couepia;habrantha;61,000000000000
1;101032;56,0000000000000;212,50000000000000;Euphorbiaceae;Hevea;guianensis;83,000000000000
1;100964;45,0000000000000;163,00000000000000;Annonaceae;Oxandra;asbeckii;48,000000000000
1;100965;48,5000000000000;166,00000000000000;Chrysobalanaceae;Licania;canescens;54,000000000000
1;100966;42,5000000000000;169,00000000000000;Fabaceae;Eperua;falcata;114,000000000000
1;100967;44,5000000000000;177,50000000000000;Fabaceae;Abarema;jupunba var. jupunba;151,500000000000
1;100968;46,0000000000000;179,00000000000000;Euphorbiaceae;Sandwithia;guyanensis;34,000000000000
1;100969;45,5000000000000;180,50000000000000;Fabaceae;Swartzia;polyphylla;72,080000000000
1;100970;43,5000000000000;182,50000000000000;Fabaceae;Eperua;grandiflora;83,500000000000
1;100971;49,0000000000000;183,50000000000000;Annonaceae;Oxandra;asbeckii;37,000000000000
1;100972;46,5000000000000;187,00000000000000;Meliaceae;Carapa;surinamensis;79,000000000000
1;100973;45,5000000000000;185,00000000000000;Fabaceae;Eperua;grandiflora;42,000000000000
1;100974;44,0000000000000;188,50000000000000;Malvaceae;Theobroma;guianense;58,000000000000
1;100975;45,0000000000000;190,00000000000000;Fabaceae;Eperua;grandiflora;67,000000000000
1;100976;43,5000000000000;188,50000000000000;Sapotaceae;Chrysophyllum;argenteum;50,000000000000
1;100977;48,0000000000000;193,50000000000000;Fabaceae;Eperua;falcata;155,000000000000
1;100978;42,0000000000000;197,50000000000000;Fabaceae;Recordoxylon;speciosum;148,000000000000
1;100979;44,0000000000000;198,50000000000000;Chrysobalanaceae;Licania;alba;105,500000000000
1;100980;46,5000000000000;198,00000000000000;Chrysobalanaceae;Licania;micrantha;46,000000000000
1;100981;47,5000000000000;202,00000000000000;Simaroubaceae;Homalolepis;cedron;39,000000000000
1;100983;49,0000000000000;204,50000000000000;Lecythidaceae;Eschweilera;congestiflora;57,500000000000
1;100984;44,0000000000000;210,00000000000000;Humiriaceae;Humiriastrum;subcrenatum;165,500000000000
1;101033;56,0000000000000;211,00000000000000;Fabaceae;Eperua;falcata;210,000000000000
1;101035;53,5000000000000;208,00000000000000;Lecythidaceae;Gustavia;hexapetala;36,000000000000
1;101036;52,5000000000000;204,50000000000000;Annonaceae;Oxandra;asbeckii;39,000000000000
1;101037;56,5000000000000;200,00000000000000;Lauraceae;Sextonia;rubra;162,500000000000
1;101038;56,5000000000000;197,50000000000000;Lecythidaceae;Eschweilera;decolorans;99,500000000000
1;101039;52,5000000000000;198,50000000000000;Elaeocarpaceae;Sloanea;brachytepala;87,000000000000
1;101040;53,5000000000000;195,50000000000000;Chrysobalanaceae;Hymenopus;heteromorphus;74,500000000000
1;101041;60,0000000000000;194,50000000000000;Lecythidaceae;Eschweilera;decolorans;87,000000000000
1;101042;61,0000000000000;191,00000000000000;Peraceae;Chaetocarpus;schomburgkianus;59,500000000000
1;101043;52,5000000000000;193,00000000000000;Annonaceae;Oxandra;asbeckii;43,000000000000
1;101045;60,5000000000000;185,50000000000000;Lecythidaceae;Eschweilera;sagotiana;104,500000000000
1;101046;60,5000000000000;185,00000000000000;Salicaceae;Casearia;javitensis;45,500000000000
1;101047;60,5000000000000;184,50000000000000;Chrysobalanaceae;Couepia;habrantha;97,500000000000
1;101048;60,0000000000000;181,00000000000000;Chrysobalanaceae;Licania;canescens;72,000000000000
1;101049;56,0000000000000;183,50000000000000;Olacaceae;Chaunochiton;kappleri;47,500000000000
1;101050;56,0000000000000;182,50000000000000;Malvaceae;Theobroma;guianense;76,500000000000
1;101051;57,0000000000000;177,00000000000000;Anacardiaceae;Thyrsodium;guianense;68,000000000000
1;101052;57,0000000000000;175,00000000000000;Sapotaceae;Pradosia;cochlearia;66,000000000000
1;101053;54,0000000000000;175,50000000000000;Burseraceae;Protium;tenuifolium;44,000000000000
1;101054;60,5000000000000;178,00000000000000;Peraceae;Pogonophora;schomburgkiana;41,000000000000
1;100847;32,0000000000000;242,50000000000000;Lecythidaceae;Lecythis;persistens subsp. aurantiaca;37,000000000000
1;100848;37,0000000000000;241,50000000000000;Chrysobalanaceae;Licania;alba;90,000000000000
